timestamp_ms,latitude,longitude,altitude_m,fix_quality,satellites,hdop,speed_kn,heading_deg
272585,41.4906068,-91.7033203,200.8384,2,09,1.1,0.10508,159
272654,41.4906068,-91.7033203,200.8384,2,09,1.1,0.10508,159
272907,41.4906068,-91.7033202,200.8140,2,09,1.1,0.15484,159
273068,41.4906067,-91.7033204,200.8297,2,09,1.1,0.16402,159
273148,41.4906067,-91.7033204,200.8297,2,09,1.1,0.16402,159
273319,41.4906068,-91.7033261,200.6040,2,10,1.1,0.16402,159
273364,41.4906068,-91.7033261,200.6040,2,10,1.1,0.16402,159
273524,41.4906069,-91.7033261,200.6145,2,10,1.1,0.16402,159
273725,41.4906069,-91.7033261,200,2,10,1.1,0.16402,159
273765,41.4906068,-91.7033261,200.6018,2,10,1.1,0.16402,159
273872,41.4906068,-91.7033261,200,2,10,1.1,0.16402,159
274098,41.4906069,-91.7033259,200.5799,2,10,1.1,0.16402,159
274204,41.4906069,-91.7033259,20030,2,10,1.1,0.16402,159
274683,41.4906069,-91.7033261,200.5792,2,10,1.1,0.12099,159
274780,41.4906068,-91.7033261,200.5883,2,10,1.1,0.15510,159
274873,41.4906068,-91.7033261,200.5883,2,10,1.1,0.15510,159
275129,41.4906069,-91.7033261,200.5952,2,10,1.1,0.17581,159
275320,41.4906068,-91.7033261,200.5900,2,10,1.1,7,159
275377,41.4906068,-91.7033261,200.5900,2,10,1.1,7,159
275530,41.4906069,-91.7033262,200.5861,2,10,1.1,7,159
275589,41.4906069,-91.7033262,200,2,10,1.1,7,159
275764,41.4906069,-91.7033261,200.5827,2,10,1.1,7,159
275915,41.4906069,-91.7033261,200.5827,2,10,1.1,7,159
276431,41.4906069,-91.7033261,200.5812,2,11,0.9,7,159
276584,41.4906069,-91.7033261,200.5812,2,11,0.9,7,159
276733,41.4906069,-91.7033261,200.5812,2,11,0.9,7,159
276918,41.4906066,-91.7033262,200.5959,2,11,0.9,7,159
276983,41.4906066,-91.7033262,200.5959,2,11,0.9,7,159
277046,41.4906067,-91.7033262,200.5918,2,11,0.9,7,159
277153,41.4906067,-91.7033262,200.5918,2,11,0.9,7,159
277382,41.4906067,-91.7033263,200.5924,2,11,0.9,31,159
277477,41.4906067,-91.7033263,200.5924,2,11,0.9,31,159
277615,41.4906066,-91.7033262,200.5921,2,11,0.9,0.09314,159
277692,41.4906065,-91.7033264,200.6090,2,11,0.9,0.09314,159
277782,41.4906065,-91.7033265,200.6115,2,11,0.9,0.12125,159
277884,41.4906065,-91.7033265,200.6115,2,11,0.9,0.12125,159
278052,41.4906067,-91.7033265,200.6090,2,11,0.9,0.14429,159
278186,41.4906067,-91.7033265,200.6015,2,10,1.0,0.13910,159
278309,41.4906067,-91.7033265,200.6015,2,10,1.0,0.13910,159
278505,41.4906067,-91.7033265,200.6024,2,10,1.0,0.05280,159
278664,41.4906067,-91.7033265,200.6024,2,10,1.0,0.05280,159
278982,41.4906066,-91.7033264,200.5921,2,10,1.0,0.07368,159
279086,41.4906066,-91.7033264,200.5921,2,10,1.0,0.07368,159
279176,41.4906063,-91.7033267,200.6042,2,11,0.9,0.07368,159
279289,41.4906063,-91.7033267,200.6042,2,11,0.9,0.07368,159
279464,41.4906063,-91.7033267,200.6232,2,11,0.9,0.06678,159
279614,41.4906063,-91.7033267,200.6232,2,11,0.9,0.06678,159
280048,41.4906064,-91.7033266,200.6074,2,11,0.9,0.12201,159
280180,41.4906061,-91.7033269,200.5969,2,11,0.9,0.13646,159
280309,41.4906061,-91.7033269,200.5969,2,11,0.9,0.13646,159
280513,41.4906062,-91.7033268,200.6013,2,11,0.9,0.08955,159
280590,41.4906062,-91.7033268,200.6013,2,11,0.9,0.08955,159
280757,41.4906062,-91.7033268,200.6179,2,11,0.9,0.08955,159
280923,41.4906062,-91.7033268,200.A,2,11,0.9,0.08955,159
280992,41.4906060,-91.7033270,200.6202,2,11,0.9,0.08955,159
281247,41.4906060,-91.7033270,200.,2,11,0.9,0.08955,159
281338,41.4906062,-91.7033268,200.6067,2,11,0.9,0.08955,159
281480,41.4906062,-91.7033268,200.9870,2,11,0.9,0.08955,159
281587,41.4906062,-91.7033268,200.9870,2,11,0.9,0.08955,159
281676,41.4906059,-91.7033269,200.6303,2,10,1.0,0.08955,159
281803,41.4906061,-91.7033269,200.6204,2,10,1.0,0.21087,159
281888,41.4906060,-91.7033270,200.6294,2,10,1.0,0.23480,159
281985,41.4906060,-91.7033269,200.6354,2,10,1.0,0.20566,159
282104,41.4906060,-91.7033269,200.6354,2,10,1.0,0.20566,159
282304,41.4906060,-91.7033270,200.6319,2,10,1.0,0.20566,159
282378,41.4906060,-91.7033270,200.6319,2,10,1.0,0.20566,159
282530,41.4906062,-91.7033269,200.6230,2,10,1.0,0.20566,159
282670,41.4906062,-91.7033269,200.,2,10,1.0,0.20566,159
282794,41.4906062,-91.7033269,200.,2,10,1.0,0.20566,159
282908,41.4906059,-91.7033270,200.6263,2,10,1.0,0.20566,159
282993,41.4906061,-91.7033269,200.6162,2,10,1.0,0.20566,159
283213,41.4906061,-91.7033269,200.6162,2,10,1.0,0.20566,159
283562,41.4906061,-91.7033269,200.6162,2,10,1.0,0.20566,159
283631,41.4906061,-91.7033269,200.6162,2,10,1.0,0.20566,159
283676,41.4906061,-91.7033269,200.6162,2,10,1.0,0.20566,159
283725,41.4906003,-91.7033310,200.5415,2,10,1.0,0.12217,159
283842,41.4906004,-91.7033310,200.5300,2,10,1.0,0.12110,159
283936,41.4906004,-91.7033310,200.5300,2,10,1.0,0.12110,159
284120,41.4906004,-91.7033310,200.5160,2,10,1.0,0.13556,159
284175,41.4906004,-91.7033310,200.5160,2,10,1.0,0.13556,159
284517,41.4906002,-91.7033311,200.5521,2,10,1.0,0.13556,159
284725,41.4906002,-91.7033311,200.550,2,10,1.0,0.13556,159
284992,41.4906003,-91.7033311,200.5578,2,10,1.0,0.05781,159
285129,41.4906003,-91.7033311,200.5578,2,10,1.0,0.05781,159
285204,41.4906004,-91.7033312,200.5356,2,10,1.0,0.05781,159
285330,41.4906004,-91.7033312,200.5356,2,10,1.0,0.05781,159
285698,41.4906002,-91.7033311,200.5385,2,10,1.0,0.11503,159
285973,41.4906002,-91.7033311,200.5385,2,10,1.0,0.11503,159
286263,41.4906001,-91.7033312,200.5358,2,10,1.0,0.05656,159
286381,41.4906001,-91.7033312,200.5358,2,10,1.0,0.05656,159
287303,41.4905979,-91.7033300,200.3574,2,10,1.0,0.08158,159
287361,41.4905979,-91.7033300,200.3574,2,10,1.0,0.08158,159
287509,41.4905979,-91.7033300,200.3414,2,10,1.0,0.08158,159
287571,41.4905979,-91.7033300,200,2,10,1.0,0.08158,159
287738,41.4905980,-91.7033299,200.3487,2,10,1.0,0.08158,159
287892,41.4905980,-91.7033299,200.3487,2,10,1.0,0.08158,159
288182,41.4905975,-91.7033304,200.3720,2,11,0.9,0.08158,159
288303,41.4905975,-91.7033304,200.3720,2,11,0.9,0.08158,159
288386,41.4905976,-91.7033305,200.3842,2,11,0.9,0.08199,159
288512,41.4905976,-91.7033305,200.3842,2,11,0.9,0.08199,159
288663,41.4905974,-91.7033306,200.3959,2,11,0.9,0.08924,159
288762,41.4905976,-91.7033304,200.3695,2,11,0.9,0.08924,159
288868,41.4905976,-91.7033304,200.3701,2,11,0.9,0.04118,159
289045,41.4905976,-91.7033304,200$GNGGA,2,11,0.9,0.04118,159
289164,41.4905975,-91.7033306,200.3892,2,11,0.9,0.05367,159
289362,41.4905975,-91.7033306,200$GNRMC,2,11,0.9,0.05367,159
289431,41.4905971,-91.7033307,200.3901,2,10,1.0,0.05367,159
289549,41.4905971,-91.7033307,20035,2,10,1.0,0.05367,159
289613,41.4905971,-91.7033308,200.3930,2,10,1.0,0.03341,159
289689,41.4905971,-91.7033307,200.3882,2,10,1.0,0.05814,159
289782,41.4905972,-91.7033307,200.3666,2,10,1.0,0.05180,159
289911,41.4905972,-91.7033307,200.3666,2,10,1.0,0.05180,159
290275,41.4905972,-91.7033307,200.3902,2,10,1.0,0.07916,159
290410,41.4905966,-91.7033310,200.4221,2,11,0.9,0.08076,159
290469,41.4905966,-91.7033310,200.4221,2,11,0.9,0.08076,159
290537,41.4905966,-91.7033311,200.4347,2,11,0.9,0.08076,159
290690,41.4905966,-91.7033311,200.4347,2,11,0.9,0.06419,159
290934,41.4905966,-91.7033311,200.4240,2,11,0.9,0.06419,159
291011,41.4905966,-91.7033311,200.4172,2,11,0.9,0.06419,159
291305,41.4905965,-91.7033313,200.4037,2,12,0.9,0.07640,159
291470,41.4905965,-91.7033313,200.4037,2,12,0.9,0.07640,159
291744,41.4905966,-91.7033314,200.4346,2,12,0.9,0.05147,159
292003,41.4905965,-91.7033314,200.4099,2,12,0.9,0.05147,159
292301,41.4905968,-91.7033316,200.4470,2,11,0.9,0.06493,159
292369,41.4905968,-91.7033316,200.4470,2,11,0.9,0.06493,159
292516,41.4905968,-91.7033316,200.4352,2,11,0.9,0.06493,159
292586,41.4905968,-91.7033316,200.43,2,11,0.9,0.06493,159
292784,41.4905968,-91.7033315,200.4352,2,11,0.9,0.06493,159
292948,41.4905968,-91.7033315,200.4352,2,11,0.9,0.06493,159
293182,41.4905970,-91.7033313,200.4838,2,11,0.9,0.12603,159
293313,41.4905970,-91.7033313,200.4838,2,11,0.9,0.12603,159
293526,41.4905970,-91.7033314,200.4732,2,11,0.9,0.05395,159
293704,41.4905970,-91.7033314,200.4732,2,11,0.9,0.05395,159
294087,41.4905971,-91.7033313,200.4837,2,11,0.9,0.03135,159
294187,41.4905970,-91.7033313,200.4751,2,11,0.9,0.03529,159
294438,41.4905970,-91.7033313,200.4751,2,11,0.9,0.03529,159
294771,41.4905970,-91.7033312,200.4718,2,11,0.9,0.03835,159
294898,41.4905970,-91.7033312,200.4718,2,11,0.9,0.03835,159
295059,41.4905971,-91.7033313,200.4863,2,11,0.9,0.03907,159
295181,41.4905971,-91.7033313,200.4863,2,11,0.9,0.03907,159
295380,41.4905971,-91.7033310,200.4811,2,11,0.9,0.03907,159
295480,41.4905971,-91.7033310,200.4811,2,11,0.9,0.03907,159
295579,41.4905971,-91.7033310,200.4938,2,11,0.9,0.04448,159
295693,41.4905971,-91.7033310,200.4938,2,11,0.9,0.04448,159
295837,41.4905971,-91.7033310,200.4831,2,11,0.9,0.02372,159
295990,41.4905971,-91.7033310,200.4845,2,11,0.9,0.03071,159
296113,41.4905971,-91.7033310,200.4845,2,11,0.9,0.03071,159
296190,41.4905975,-91.7033305,200.5366,2,11,1.0,0.03071,159
296295,41.4905975,-91.7033305,200.5366,2,11,1.0,0.03071,159
296387,41.4905975,-91.7033306,200.5388,2,11,1.0,0.01480,159
296508,41.4905975,-91.7033306,200.5388,2,11,1.0,0.01480,159
296781,41.4905974,-91.7033306,200.5261,2,11,1.0,0.02823,159
296964,41.4905975,-91.7033307,200.5310,2,11,1.0,0.02823,159
297173,41.4905974,-91.7033300,200.5644,2,12,0.9,0.00300,159
297267,41.4905974,-91.7033300,200.5644,2,12,0.9,0.00300,159
297539,41.4905975,-91.7033300,200.5538,2,12,0.9,0.03579,159
297779,41.4905974,-91.7033301,200.5639,2,12,0.9,0.04862,159
297892,41.4905974,-91.7033301,200.5639,2,12,0.9,0.04862,159
297986,41.4905974,-91.7033302,200.5726,2,12,0.9,0.05111,159
298093,41.4905974,-91.7033302,200.5726,2,12,0.9,0.05111,159
298184,41.4905977,-91.7033295,200.5654,2,12,0.9,0.05111,159
298286,41.4905977,-91.7033295,200.5654,2,12,0.9,0.05111,159
298385,41.4905977,-91.7033296,200.5775,2,12,0.9,0.04084,159
298508,41.4905977,-91.7033296,200.5775,2,12,0.9,0.04084,159
298590,41.4905977,-91.7033294,200.5692,2,12,0.9,0.05351,159
298754,41.4905977,-91.7033294,200.5692,2,12,0.9,0.05351,159
298995,41.4905977,-91.7033295,200.5620,2,12,0.9,0.05165,159
