timestamp_ms,latitude,longitude,altitude_m,fix_quality,satellites,hdop,speed_kn,heading_deg
3163653,41.4906777,-91.7033764,195.9103,1,21,0.7,0.08901,2112
3163826,41.4906780,-91.7033768,195.8103,1,21,0.7,0.24587,2113
3163991,41.4906779,-91.7033769,195.7752,1,21,0.7,0.41020,2113
3164213,41.4906779,-91.7033769,195.7752,1,21,0.7,0.41020,2113
3164666,41.4906779,-91.7033803,195.2865,1,21,0.7,0.41020,2113
3164769,41.4906779,-91.7033803,195.2865,1,21,0.7,0.41020,2113
3165009,41.4906783,-91.7033813,195.0628,1,21,0.7,0.37746,2113
3165100,41.4906782,-91.7033815,195.0042,1,21,0.7,0.38220,2112
3165213,41.4906782,-91.7033815,195.0042,1,21,0.7,0.38220,2112
3165301,41.4906784,-91.7033819,194.9128,1,21,0.7,0.38220,2112
3165442,41.4906784,-91.7033819,194.9128,1,21,0.7,0.38220,2112
3165704,41.4906787,-91.7033828,194.7362,1,21,0.7,0.23014,2112
3165849,41.4906787,-91.7033828,194.7362,1,21,0.7,0.23014,2112
3166108,41.4906788,-91.7033835,194.5789,1,21,0.7,0.31575,2112
3166228,41.4906788,-91.7033835,194.5789,1,21,0.7,0.31575,2112
3166483,41.4906789,-91.7033837,194.5234,1,21,0.7,0.31575,2112
3166591,41.4906789,-91.7033837,194.5234,1,21,0.7,0.31575,2112
3166832,41.4906789,-91.7033839,194.4775,1,21,0.7,0.26462,2112
3167145,41.4906789,-91.7033840,194.4441,1,21,0.7,0.2005209,2113
3167415,41.4906789,-91.7033840,194.4441,1,21,0.7,0.2005209,2113
3167797,41.4906789,-91.7033841,194.4188,1,21,0.7,0.06632,2113
3167896,41.4906791,-91.7033842,194.4179,1,21,0.7,0.26275,2113
3168034,41.4906791,-91.7033842,194.4179,1,21,0.7,0.26275,2113
3168300,41.4906790,-91.7033841,194.4180,1,21,0.7,0.06146,2113
3168441,41.4906790,-91.7033841,194.4180,1,21,0.7,0.06146,2113
3168885,41.4906789,-91.7033841,194.4249,1,21,0.7,0.07731,2113
3169016,41.4906788,-91.7033840,194.4370,1,21,0.7,0.07731,2113
